,Guessed_Champion,Actual_Champion,Comparison
0,Quinn,Annie,GROGGRR
0,Quinn,Aphelios,RROGGRR
0,Quinn,Ashe,GROGGRR
0,Quinn,Aurelion Sol,RRRGGRR
0,Quinn,Azir,RRRGGRR
0,Quinn,Bard,RRRGGRR
0,Quinn,Bel'Veth,GRRRRRR
0,Quinn,Blitzcrank,RRRGRRR
0,Quinn,Brand,RROGGRR
0,Quinn,Braum,RROGRRR
0,Quinn,Briar,GRRRRRR
0,Quinn,Caitlyn,GRGGGRR
0,Quinn,Camille,GGOGRRR
0,Quinn,Cassiopeia,GROGGRR
0,Quinn,Cho'Gath,RGRGRRR
0,Quinn,Corki,RRRGGRR
0,Quinn,Darius,RGGGRRR
0,Quinn,Diana,GROGRRR
0,Quinn,Dr. Mundo,RGORRRR
0,Quinn,Draven,RRGGGRR
0,Quinn,Ekko,RRGGRRR
0,Quinn,Elise,GROGORR
0,Quinn,Evelynn,GRRGRRR
0,Quinn,Ezreal,RROGGRR
0,Quinn,Fiddlesticks,RRRGGRR
0,Quinn,Fiora,GGGGRGR
0,Quinn,Fizz,RRRGRRR
0,Quinn,Galio,RRRGRGR
0,Quinn,Gangplank,RGGGRRR
0,Quinn,Garen,RGGRRGR
0,Quinn,Gnar,RGRRORR
0,Quinn,Gragas,ROGGRRR
0,Quinn,Graves,RRGGGRR
0,Quinn,Gwen,GGOGRRR
0,Quinn,Hecarim,RRRGRRR
0,Quinn,Heimerdinger,RRRGGRR
0,Quinn,Illaoi,GGOGRRR
0,Quinn,Irelia,GOOGRRR
0,Quinn,Ivern,RROGGRR
0,Quinn,Janna,GRRGGRR
0,Quinn,Jarvan IV,RRGGRGR
0,Quinn,Jax,RORGRRR
0,Quinn,Jayce,ROGGORR
0,Quinn,Jhin,RROGGRR
0,Quinn,Jinx,GROGGRG
0,Quinn,K'Sante,RGGGRRR
0,Quinn,Kai'Sa,GROGGRR
0,Quinn,Kalista,GRRGGRR
0,Quinn,Karma,GROGGRR
0,Quinn,Karthus,RRRGGRR
0,Quinn,Kassadin,RROGRRR
0,Quinn,Katarina,GRGRRRR
0,Quinn,Kayle,GGOGOOR
0,Quinn,Kayn,RROGRRR
0,Quinn,Kennen,RGRRGRR
0,Quinn,Kha'Zix,RRRGRRR
0,Quinn,Kindred,RRRGGRR
0,Quinn,Kled,RGRRRRR
0,Quinn,Kog'Maw,RRRGGRR
0,Quinn,LeBlanc,GROGGRR
0,Quinn,Lee Sin,RRORRRR
0,Quinn,Leona,GROGRRR
0,Quinn,Lillia,GRRGRRR
0,Quinn,Lissandra,GROGGRG
0,Quinn,Lucian,RRGGGOG
0,Quinn,Lulu,GRRGGRR
0,Quinn,Lux,GROGGGR
0,Quinn,Malphite,RGRGRRR
0,Quinn,Malzahar,RROGGRR
0,Quinn,Maokai,RRRGRRR
0,Quinn,Master Yi,RROGRRR
0,Quinn,Millio,RROGGRR
0,Quinn,Miss Fortune,GRGGGRR
0,Quinn,Mordekaiser,RGRRRRR
0,Quinn,Morgana,GROGGOR
0,Quinn,Naafiri,GRRGRRR
0,Quinn,Nami,GRRGGRR
0,Quinn,Nasus,RGRGRRR
0,Quinn,Nautilus,RRRGRRR
0,Quinn,Neeko,GRRGGRR
0,Quinn,Nidalee,GROGGRR
0,Quinn,Nilah,GROGRRR
0,Quinn,Nocturne,RRRGRRR
0,Quinn,Nunu & Willump,RROGRRR
0,Quinn,Olaf,ROOGRRR
0,Quinn,Orianna,GRRGGRR
0,Quinn,Ornn,RGRGRRR
0,Quinn,Pantheon,ROOGRRR
0,Quinn,Poppy,GORGRGR
0,Quinn,Pyke,RRRGRRR
0,Quinn,Qiyana,GROGRRR
0,Quinn,Quinn,GGGGGGG
0,Quinn,Rakan,RRRGRRR
0,Quinn,Rammus,RRRGRRR
0,Quinn,Rek'Sai,GRRGRRR
0,Quinn,Rell,GROGRRR
0,Quinn,Renata Glasc,GROGGRR
0,Quinn,Renekton,RGRRRRR
0,Quinn,Rengar,RORRRRR
0,Quinn,Riven,GGGRRRR
0,Quinn,Rumble,RORRRRR
0,Quinn,Ryze,ROOGGRR
0,Quinn,Samira,GRGGGRR
0,Quinn,Searphine,GROGGRR
0,Quinn,Sejuani,GROGRRR
0,Quinn,Senna,GROGGRR
0,Quinn,Sett,RGORRRR
0,Quinn,Shaco,RRRGRRR
0,Quinn,Shen,RGORRRR
0,Quinn,Shyvana,GRRRRGR
0,Quinn,Singed,RGOGRRR
0,Quinn,Sion,RGRGRRR
0,Quinn,Sivir,GRGGGRR
0,Quinn,Skarner,RRRGRRR
0,Quinn,Sona,GROGGOR
0,Quinn,Soraka,GRRGGRR
0,Quinn,Swain,RROGGRR
0,Quinn,Sylas,RGOGROR
0,Quinn,Syndra,GROGGRR
0,Quinn,Tahm Kench,RORGRRR
0,Quinn,Taliyah,GROGGRR
0,Quinn,Talon,RRGGRRR
0,Quinn,Taric,RROGROR
0,Quinn,Teemo,RGRGGRR
0,Quinn,Thresh,RRRGGRG
0,Quinn,Tristana,GRRGGRR
0,Quinn,Trundle,RORGRRR
0,Quinn,Tryndamere,RGORRRR
0,Quinn,Twisted Fate,RROGGRR
0,Quinn,Twitch,RRRGGRR
0,Quinn,Udyr,ROOGRRR
0,Quinn,Urgot,RGOGGRR
0,Quinn,Varus,RROGGRR
0,Quinn,Vayne,GOGGGGR
0,Quinn,Veigar,RRRGGRR
0,Quinn,Vel'Koz,RRRGGRR
0,Quinn,Vex,GRRGGRR
0,Quinn,Vi,GRGGRRR
0,Quinn,Viego,RRRRRRR
0,Quinn,Viktor,RROGGRR
0,Quinn,Vladimir,RRORGRR
0,Quinn,Volibear,RORGRRR
0,Quinn,Warwick,ROOGRRR
0,Quinn,Wukong,RORGRRR
0,Quinn,Xayah,GRRGGRR
0,Quinn,Xerath,RRRGGRR
0,Quinn,Xin Zhao,RRGGROR
0,Quinn,Yasuo,RRORRRG
0,Quinn,Yone,ROORRRR
0,Quinn,Yorick,RGOGRRR
0,Quinn,Yuumi,GRRGGRR
0,Quinn,Zac,RRRRRRG
0,Quinn,Zed,RRORRRR
0,Quinn,Zeri,GROGGRR
0,Quinn,Ziggs,RRRGGRR
0,Quinn,Zilean,RROGGRR
0,Quinn,Zoe,GROGGRR
0,Quinn,Zyra,GRRGGRR
0,Rakan,Aatrox,GRRRGRR
0,Rakan,Ahri,RRGGRRR
0,Rakan,Akali,RRRRGGR
0,Rakan,Akshan,GRRGRRR
0,Rakan,Alistar,GGRGGRR
0,Rakan,Amumu,GORGGRR
0,Rakan,Anivia,RRRGRRR
0,Rakan,Annie,RORGRRR
0,Rakan,Aphelios,GRRGRRR
0,Rakan,Ashe,RORGRRR
0,Rakan,Aurelion Sol,GRRGRRR
0,Rakan,Azir,GRRGRRR
0,Rakan,Bard,GGRGRRR
0,Rakan,Bel'Veth,RRRRGRR
0,Rakan,Blitzcrank,RGRGGRR
0,Rakan,Brand,GGRGRRR
0,Rakan,Braum,GGRGGRR
0,Rakan,Briar,RRRRGRR
0,Rakan,Caitlyn,RRRGRRR
0,Rakan,Camille,RRRGGRR
0,Rakan,Cassiopeia,RRRGRRR
0,Rakan,Cho'Gath,GRRGGRR
0,Rakan,Corki,GRRGRRR
0,Rakan,Darius,GRRGGRR
0,Rakan,Diana,RRRGGRR
0,Rakan,Dr. Mundo,GRRRGRR
0,Rakan,Draven,GRRGRRR
0,Rakan,Ekko,GRRGGRR
0,Rakan,Elise,RRRGORR
0,Rakan,Evelynn,RRRGGRR
0,Rakan,Ezreal,GRRGRRR
0,Rakan,Fiddlesticks,RRRGRRR
0,Rakan,Fiora,RRRGGRR
0,Rakan,Fizz,GRRGGRR
0,Rakan,Galio,GORGGRR
0,Rakan,Gangplank,GRRGGRR
0,Rakan,Garen,GRRRGRR
0,Rakan,Gnar,GRRRORR
0,Rakan,Gragas,GRRGGRR
0,Rakan,Graves,GRRGRRR
0,Rakan,Gwen,RRRGGRR
0,Rakan,Hecarim,GRRGGRR
0,Rakan,Heimerdinger,GORGRRR
0,Rakan,Illaoi,RRRGGRR
0,Rakan,Irelia,RRRGGGR
0,Rakan,Ivern,GRRGROR
0,Rakan,Janna,RGRGRRR
0,Rakan,Jarvan IV,GRRGGRR
0,Rakan,Jax,GRRGGRR
0,Rakan,Jayce,GRRGORR
0,Rakan,Jhin,GRRGRGR
0,Rakan,Jinx,RRRGRRR
0,Rakan,K'Sante,GRRGGRR
0,Rakan,Kai'Sa,RRRGRRR
0,Rakan,Kalista,RRRGRRR
0,Rakan,Karma,RGRGRGR
0,Rakan,Karthus,GRRGRRR
0,Rakan,Kassadin,GRRGGRR
0,Rakan,Katarina,RRRRGRR
0,Rakan,Kayle,RRRGORR
0,Rakan,Kayn,GRRGGOG
0,Rakan,Kennen,GRRRRRR
0,Rakan,Kha'Zix,GRRGGRR
0,Rakan,Kindred,RRRGRRR
0,Rakan,Kled,GRRRGRR
0,Rakan,Kog'Maw,GRRGRRR
0,Rakan,LeBlanc,RRRGRRR
0,Rakan,Lee Sin,GRRRGGR
0,Rakan,Leona,RGRGGRR
0,Rakan,Lillia,RRRGGGR
0,Rakan,Lissandra,RRRGRRR
0,Rakan,Lucian,GRRGRRR
0,Rakan,Lulu,RGRGRRR
0,Rakan,Lux,RORGRRR
0,Rakan,Malphite,GRRGGRR
0,Rakan,Malzahar,GRRGRRR
0,Rakan,Maokai,GORGGRR
0,Rakan,Master Yi,GRRGGGR
0,Rakan,Millio,GGRGRRR
0,Rakan,Miss Fortune,RRRGRRR
0,Rakan,Mordekaiser,GRRRGRR
0,Rakan,Morgana,RGRGRRR
0,Rakan,Naafiri,RRRGGRR
0,Rakan,Nami,RGGGRRR
0,Rakan,Nasus,GRRGGRR
0,Rakan,Nautilus,GGRGGRR
0,Rakan,Neeko,ROGGRRR
0,Rakan,Nidalee,RRRGRRR
0,Rakan,Nilah,RRRGGRR
0,Rakan,Nocturne,GRRGGRR
0,Rakan,Nunu & Willump,GRRGGRR
0,Rakan,Olaf,GRRGGRR
0,Rakan,Orianna,RRRGRRR
0,Rakan,Ornn,GRRGGRG
0,Rakan,Pantheon,GORGGRR
0,Rakan,Poppy,RRRGGRR
0,Rakan,Pyke,GGRGGRR
0,Rakan,Qiyana,RRRGGRR
0,Rakan,Quinn,RRRGRRR
0,Rakan,Rakan,GGGGGGG
0,Rakan,Rammus,GRRGGRR
0,Rakan,Rek'Sai,RRRGGRR
0,Rakan,Rell,RGRGGRR
0,Rakan,Renata Glasc,RGRGRRR
0,Rakan,Renekton,GRRRGRR
0,Rakan,Rengar,GRGRGRR
0,Rakan,Riven,RRRRGOR
0,Rakan,Rumble,GRRRGRR
0,Rakan,Ryze,GRRGRRR
0,Rakan,Samira,RRRGRRR
0,Rakan,Searphine,RGRGRRR
0,Rakan,Sejuani,RRRGGRR
0,Rakan,Senna,RGRGRRR
0,Rakan,Sett,GRORGGR
0,Rakan,Shaco,GRRGGRR
0,Rakan,Shen,GRRRGGR
0,Rakan,Shyvana,RRRRGRR
0,Rakan,Singed,GRRGGRR
0,Rakan,Sion,GRRGGRR
0,Rakan,Sivir,RRRGRRR
0,Rakan,Skarner,GRRGGRR
0,Rakan,Sona,RGRGROR
0,Rakan,Soraka,RGRGROR
0,Rakan,Swain,GORGRRR
0,Rakan,Sylas,GRRGGRR
0,Rakan,Syndra,RRRGRGR
0,Rakan,Tahm Kench,GORGGRR
0,Rakan,Taliyah,RRRGRRR
0,Rakan,Talon,GRRGGRR
0,Rakan,Taric,GGRGGRR
0,Rakan,Teemo,GRRGRRR
0,Rakan,Thresh,GGRGRRR
0,Rakan,Tristana,RRRGRRR
0,Rakan,Trundle,GRRGGRR
0,Rakan,Tryndamere,GRRRGRR
0,Rakan,Twisted Fate,GRRGRRR
0,Rakan,Twitch,GRRGRRR
0,Rakan,Udyr,GRRGGOR
0,Rakan,Urgot,GRRGRRR
0,Rakan,Varus,GRRGROR
0,Rakan,Vayne,RRRGRRR
0,Rakan,Veigar,GRRGRRR
0,Rakan,Vel'Koz,GORGRRR
0,Rakan,Vex,RRRGRRR
0,Rakan,Vi,RRRGGRR
0,Rakan,Viego,GRRRGRR
0,Rakan,Viktor,GRRGRRR
0,Rakan,Vladimir,GRRRRRR
0,Rakan,Volibear,GRRGGRR
0,Rakan,Warwick,GRRGGRR
0,Rakan,Wukong,GRGGGGR
0,Rakan,Xayah,RRGGRGG
0,Rakan,Xerath,GORGRRR
0,Rakan,Xin Zhao,GRRGGOR
0,Rakan,Yasuo,GRRRGGR
0,Rakan,Yone,GRRRGRR
0,Rakan,Yorick,GRRGGRR
0,Rakan,Yuumi,RGRGRRR
0,Rakan,Zac,GRRRGRR
0,Rakan,Zed,GRRRGGR
0,Rakan,Zeri,RRRGRRR
0,Rakan,Ziggs,GRRGRRR
0,Rakan,Zilean,GGRGRRR
0,Rakan,Zoe,RRRGRRG
0,Rakan,Zyra,RGRGRRR
0,Rammus,Aatrox,GRRRGOR
0,Rammus,Ahri,RRRGRGR
0,Rammus,Akali,RRRRGRR
0,Rammus,Akshan,GRRGRGR
0,Rammus,Alistar,GRRGGRG
0,Rammus,Amumu,GORGGGG
0,Rammus,Anivia,RRRGRRG
0,Rammus,Annie,RRRGRRG
0,Rammus,Aphelios,GRRGRRR
0,Rammus,Ashe,RRRGRRG
0,Rammus,Aurelion Sol,GRRGRRR
0,Rammus,Azir,GRGGRGR
0,Rammus,Bard,GRRGRRR
0,Rammus,Bel'Veth,RGRRGRR
0,Rammus,Blitzcrank,RRRGGRG
0,Rammus,Brand,GRRGRRR
0,Rammus,Braum,GRRGGRR
0,Rammus,Briar,RGRRGRR
0,Rammus,Caitlyn,RRRGRRR
0,Rammus,Camille,RRRGGRR
0,Rammus,Cassiopeia,RRRGROR
0,Rammus,Cho'Gath,GRRGGRG
0,Rammus,Corki,GRRGRRG
0,Rammus,Darius,GRRGGRR
0,Rammus,Diana,RORGGRR
0,Rammus,Dr. Mundo,GRRRGRG
0,Rammus,Draven,GRRGRRR
0,Rammus,Ekko,GORGGRR
0,Rammus,Elise,RGRGORR
0,Rammus,Evelynn,RGRGGRG
0,Rammus,Ezreal,GRRGRRR
0,Rammus,Fiddlesticks,RGRGRRG
0,Rammus,Fiora,RRRGGRR
0,Rammus,Fizz,GRRGGRR
0,Rammus,Galio,GRRGGRR
0,Rammus,Gangplank,GRRGGRG
0,Rammus,Garen,GRRRGRR
0,Rammus,Gnar,GRRRORR
0,Rammus,Gragas,GORGGRR
0,Rammus,Graves,GGRGRRR
0,Rammus,Gwen,RRRGGRR
0,Rammus,Hecarim,GGRGGRR
0,Rammus,Heimerdinger,GRRGRRG
0,Rammus,Illaoi,RRRGGRR
0,Rammus,Irelia,RRRGGRR
0,Rammus,Ivern,GGRGRRR
0,Rammus,Janna,RRRGROG
0,Rammus,Jarvan IV,GGRGGRR
0,Rammus,Jax,GORGGOG
0,Rammus,Jayce,GRRGORR
0,Rammus,Jhin,GRRGRRR
0,Rammus,Jinx,RRRGRRR
0,Rammus,K'Sante,GRRGGGR
0,Rammus,Kai'Sa,RRRGROR
0,Rammus,Kalista,RRRGRRR
0,Rammus,Karma,RRRGRRR
0,Rammus,Karthus,GGRGRRG
0,Rammus,Kassadin,GRRGGOG
0,Rammus,Katarina,RRRRGRG
0,Rammus,Kayle,RRRGORG
0,Rammus,Kayn,GGRGGOR
0,Rammus,Kennen,GRRRRRR
0,Rammus,Kha'Zix,GGRGGRR
0,Rammus,Kindred,RGRGRRR
0,Rammus,Kled,GRRRGRR
0,Rammus,Kog'Maw,GRRGRRR
0,Rammus,LeBlanc,RRRGRRR
0,Rammus,Lee Sin,GGRRGRR
0,Rammus,Leona,RRRGGRR
0,Rammus,Lillia,RGRGGRR
0,Rammus,Lissandra,RRRGRRR
0,Rammus,Lucian,GRRGRRR
0,Rammus,Lulu,RRRGRRR
0,Rammus,Lux,RRRGRRR
0,Rammus,Malphite,GRRGGOG
0,Rammus,Malzahar,GRRGROR
0,Rammus,Maokai,GORGGRR
0,Rammus,Master Yi,GGRGGRG
0,Rammus,Millio,GRRGRRR
0,Rammus,Miss Fortune,RRRGRRR
0,Rammus,Mordekaiser,GRRRGRR
0,Rammus,Morgana,RRRGRRG
0,Rammus,Naafiri,RRRGGGR
0,Rammus,Nami,RRRGROR
0,Rammus,Nasus,GRGGGGG
0,Rammus,Nautilus,GRRGGRR
0,Rammus,Neeko,RRRGRRR
0,Rammus,Nidalee,RGRGRRG
0,Rammus,Nilah,RRRGGRR
0,Rammus,Nocturne,GGRGGRR
0,Rammus,Nunu & Willump,GGRGGRG
0,Rammus,Olaf,GORGGRR
0,Rammus,Orianna,RRRGRRR
0,Rammus,Ornn,GRRGGRR
0,Rammus,Pantheon,GRRGGRR
0,Rammus,Poppy,RORGGRR
0,Rammus,Pyke,GRRGGRR
0,Rammus,Qiyana,RRRGGRR
0,Rammus,Quinn,RRRGRRR
0,Rammus,Rakan,GRRGGRR
0,Rammus,Rammus,GGGGGGG
0,Rammus,Rek'Sai,RGRGGOR
0,Rammus,Rell,RRRGGRR
0,Rammus,Renata Glasc,RRRGRRR
0,Rammus,Renekton,GRGRGGR
0,Rammus,Rengar,GORRGOR
0,Rammus,Riven,RRRRGRR
0,Rammus,Rumble,GRRRGRR
0,Rammus,Ryze,GRRGRRG
0,Rammus,Samira,RRRGROR
0,Rammus,Searphine,RRRGRRR
0,Rammus,Sejuani,RGRGGRR
0,Rammus,Senna,RRRGRRR
0,Rammus,Sett,GRRRGRR
0,Rammus,Shaco,GGRGGRG
0,Rammus,Shen,GRRRGRR
0,Rammus,Shyvana,RGRRGRR
0,Rammus,Singed,GRRGGRG
0,Rammus,Sion,GRRGGRG
0,Rammus,Sivir,RRRGRGG
0,Rammus,Skarner,GGRGGGR
0,Rammus,Sona,RRRGRRR
0,Rammus,Soraka,RRRGRRG
0,Rammus,Swain,GRRGRRR
0,Rammus,Sylas,GRRGGRR
0,Rammus,Syndra,RRRGRRR
0,Rammus,Tahm Kench,GRRGGRR
0,Rammus,Taliyah,RORGRGR
0,Rammus,Talon,GORGGRR
0,Rammus,Taric,GRRGGRG
0,Rammus,Teemo,GRRGRRG
0,Rammus,Thresh,GRRGRRR
0,Rammus,Tristana,RRRGRRG
0,Rammus,Trundle,GORGGRR
0,Rammus,Tryndamere,GRRRGRG
0,Rammus,Twisted Fate,GRRGRRG
0,Rammus,Twitch,GRRGRRG
0,Rammus,Udyr,GORGGRG
0,Rammus,Urgot,GRRGRRR
0,Rammus,Varus,GRRGROR
0,Rammus,Vayne,RRRGRRR
0,Rammus,Veigar,GRRGRRG
0,Rammus,Vel'Koz,GRRGRRR
0,Rammus,Vex,RRRGRRR
0,Rammus,Vi,RGRGGRR
0,Rammus,Viego,GGRRGRR
0,Rammus,Viktor,GRRGRRR
0,Rammus,Vladimir,GRRRRRR
0,Rammus,Volibear,GORGGRR
0,Rammus,Warwick,GORGGRG
0,Rammus,Wukong,GORGGRR
0,Rammus,Xayah,RRRGRRR
0,Rammus,Xerath,GRGGRGR
0,Rammus,Xin Zhao,GGRGGRR
0,Rammus,Yasuo,GRRRGRR
0,Rammus,Yone,GRRRGRR
0,Rammus,Yorick,GRRGGRR
0,Rammus,Yuumi,RRRGRRR
0,Rammus,Zac,GGRRGRR
0,Rammus,Zed,GRRRGRR
0,Rammus,Zeri,RRRGRRR
0,Rammus,Ziggs,GRRGRRR
0,Rammus,Zilean,GRRGROG
0,Rammus,Zoe,RRRGRRR
0,Rammus,Zyra,RRRGRRR
0,Rek'Sai,Aatrox,RRRRGOR
0,Rek'Sai,Ahri,GRRGROR
0,Rek'Sai,Akali,GRRRGRR
0,Rek'Sai,Akshan,RRRGROR
0,Rek'Sai,Alistar,RRRGGRR
0,Rek'Sai,Amumu,RORGGOR
0,Rek'Sai,Anivia,GRRGRRR
0,Rek'Sai,Annie,GRRGRRR
0,Rek'Sai,Aphelios,RRRGRRR
0,Rek'Sai,Ashe,GRRGRRR
0,Rek'Sai,Aurelion Sol,RRRGRRR
0,Rek'Sai,Azir,RRRGROG
0,Rek'Sai,Bard,RRRGRRR
0,Rek'Sai,Bel'Veth,GGGRGOR
0,Rek'Sai,Blitzcrank,RRRGGRR
0,Rek'Sai,Brand,RRRGRRR
0,Rek'Sai,Braum,RRRGGRG
0,Rek'Sai,Briar,GGRRGRR
0,Rek'Sai,Caitlyn,GRRGRRR
0,Rek'Sai,Camille,GRRGGRR
0,Rek'Sai,Cassiopeia,GRRGROR
0,Rek'Sai,Cho'Gath,RRGGGOR
0,Rek'Sai,Corki,RRRGRRR
0,Rek'Sai,Darius,RRRGGRR
0,Rek'Sai,Diana,GORGGRR
0,Rek'Sai,Dr. Mundo,RRRRGRR
0,Rek'Sai,Draven,RRRGRRR
0,Rek'Sai,Ekko,RORGGRR
0,Rek'Sai,Elise,GGRGORR
0,Rek'Sai,Evelynn,GGRGGRR
0,Rek'Sai,Ezreal,RRRGRRR
0,Rek'Sai,Fiddlesticks,RGRGRRR
0,Rek'Sai,Fiora,GRRGGRR
0,Rek'Sai,Fizz,RRRGGRR
0,Rek'Sai,Galio,RRRGGRR
0,Rek'Sai,Gangplank,RRRGGRR
0,Rek'Sai,Garen,RRRRGRR
0,Rek'Sai,Gnar,RRRRORG
0,Rek'Sai,Gragas,RORGGRR
0,Rek'Sai,Graves,RGRGRRR
0,Rek'Sai,Gwen,GRRGGRR
0,Rek'Sai,Hecarim,RGRGGRR
0,Rek'Sai,Heimerdinger,RRRGRRR
0,Rek'Sai,Illaoi,GRRGGRR
0,Rek'Sai,Irelia,GRRGGRR
0,Rek'Sai,Ivern,RGRGRRR
0,Rek'Sai,Janna,GRRGROR
0,Rek'Sai,Jarvan IV,RGRGGRR
0,Rek'Sai,Jax,RORGGOR
0,Rek'Sai,Jayce,RRRGORR
0,Rek'Sai,Jhin,RRRGRRR
0,Rek'Sai,Jinx,GRRGRRR
0,Rek'Sai,K'Sante,RRRGGOR
0,Rek'Sai,Kai'Sa,GROGRGR
0,Rek'Sai,Kalista,GRRGRRG
0,Rek'Sai,Karma,GRRGRRR
0,Rek'Sai,Karthus,RGRGRRR
0,Rek'Sai,Kassadin,RROGGGR
0,Rek'Sai,Katarina,GRRRGRR
0,Rek'Sai,Kayle,GRRGORR
0,Rek'Sai,Kayn,RGRGGOR
0,Rek'Sai,Kennen,RRRRRRR
0,Rek'Sai,Kha'Zix,RGGGGOR
0,Rek'Sai,Kindred,RGRGRRR
0,Rek'Sai,Kled,RRRRGRR
0,Rek'Sai,Kog'Maw,RRGGROR
0,Rek'Sai,LeBlanc,GRRGRRR
0,Rek'Sai,Lee Sin,RGRRGRR
0,Rek'Sai,Leona,GRRGGRR
0,Rek'Sai,Lillia,GGRGGRR
0,Rek'Sai,Lissandra,GRRGRRR
0,Rek'Sai,Lucian,RRRGRRR
0,Rek'Sai,Lulu,GRRGRRR
0,Rek'Sai,Lux,GRRGRRR
0,Rek'Sai,Malphite,RRRGGOR
0,Rek'Sai,Malzahar,RROGRGR
0,Rek'Sai,Maokai,RORGGRR
0,Rek'Sai,Master Yi,RGRGGRR
0,Rek'Sai,Millio,RRRGRRR
0,Rek'Sai,Miss Fortune,GRRGRRR
0,Rek'Sai,Mordekaiser,RRRRGRR
0,Rek'Sai,Morgana,GRRGRRR
0,Rek'Sai,Naafiri,GRRGGOR
0,Rek'Sai,Nami,GRRGRGR
0,Rek'Sai,Nasus,RRRGGOR
0,Rek'Sai,Nautilus,RRRGGRR
0,Rek'Sai,Neeko,GRRGRRR
0,Rek'Sai,Nidalee,GGRGRRR
0,Rek'Sai,Nilah,GRRGGRR
0,Rek'Sai,Nocturne,RGRGGRR
0,Rek'Sai,Nunu & Willump,RGRGGRR
0,Rek'Sai,Olaf,RORGGRR
0,Rek'Sai,Orianna,GRRGRRR
0,Rek'Sai,Ornn,RRRGGRR
0,Rek'Sai,Pantheon,RRRGGRR
0,Rek'Sai,Poppy,GORGGRR
0,Rek'Sai,Pyke,RRRGGRR
0,Rek'Sai,Qiyana,GRRGGRR
0,Rek'Sai,Quinn,GRRGRRR
0,Rek'Sai,Rakan,RRRGGRR
0,Rek'Sai,Rammus,RGRGGOR
0,Rek'Sai,Rek'Sai,GGGGGGG
0,Rek'Sai,Rell,GRRGGRR
0,Rek'Sai,Renata Glasc,GRRGRRR
0,Rek'Sai,Renekton,RRRRGOR
0,Rek'Sai,Rengar,RORRGOR
0,Rek'Sai,Riven,GRRRGRR
0,Rek'Sai,Rumble,RRRRGRR
0,Rek'Sai,Ryze,RRRGRRR
0,Rek'Sai,Samira,GRRGROR
0,Rek'Sai,Searphine,GRRGRRR
0,Rek'Sai,Sejuani,GGRGGRR
0,Rek'Sai,Senna,GRRGRRR
0,Rek'Sai,Sett,RRRRGRR
0,Rek'Sai,Shaco,RGRGGRR
0,Rek'Sai,Shen,RRRRGRR
0,Rek'Sai,Shyvana,GGRRGRR
0,Rek'Sai,Singed,RRRGGRR
0,Rek'Sai,Sion,RRRGGRR
0,Rek'Sai,Sivir,GRRGROR
0,Rek'Sai,Skarner,RGRGGOR
0,Rek'Sai,Sona,GRRGRRR
0,Rek'Sai,Soraka,GRRGRRR
0,Rek'Sai,Swain,RRRGRRR
0,Rek'Sai,Sylas,RRRGGRR
0,Rek'Sai,Syndra,GRRGRRR
0,Rek'Sai,Tahm Kench,RRRGGRR
0,Rek'Sai,Taliyah,GORGROR
0,Rek'Sai,Talon,RORGGRR
0,Rek'Sai,Taric,RRRGGRR
0,Rek'Sai,Teemo,RRRGRRR
0,Rek'Sai,Thresh,RRRGRRR
0,Rek'Sai,Tristana,GRRGRRR
0,Rek'Sai,Trundle,RORGGRR
0,Rek'Sai,Tryndamere,RRRRGRR
0,Rek'Sai,Twisted Fate,RRRGRRR
0,Rek'Sai,Twitch,RRRGRRR
0,Rek'Sai,Udyr,RORGGRR
0,Rek'Sai,Urgot,RRRGRRR
0,Rek'Sai,Varus,RRRGROR
0,Rek'Sai,Vayne,GRRGRRR
0,Rek'Sai,Veigar,RRRGRRR
0,Rek'Sai,Vel'Koz,RRGGROG
0,Rek'Sai,Vex,GRRGRRR
0,Rek'Sai,Vi,GGRGGRR
0,Rek'Sai,Viego,RGRRGRR
0,Rek'Sai,Viktor,RRRGRRR
0,Rek'Sai,Vladimir,RRRRRRR
0,Rek'Sai,Volibear,RORGGRR
0,Rek'Sai,Warwick,RORGGRR
0,Rek'Sai,Wukong,RORGGRR
0,Rek'Sai,Xayah,GRRGRRR
0,Rek'Sai,Xerath,RRRGROR
0,Rek'Sai,Xin Zhao,RGRGGRR
0,Rek'Sai,Yasuo,RRRRGRR
0,Rek'Sai,Yone,RRRRGRR
0,Rek'Sai,Yorick,RRRGGRR
0,Rek'Sai,Yuumi,GRRGRRR
0,Rek'Sai,Zac,RGRRGRR
0,Rek'Sai,Zed,RRRRGRR
0,Rek'Sai,Zeri,GRRGRRR
0,Rek'Sai,Ziggs,RRRGRRR
0,Rek'Sai,Zilean,RRRGROR
0,Rek'Sai,Zoe,GRRGRRR
0,Rek'Sai,Zyra,GRRGRRR
0,Rell,Aatrox,RRRRGRR
0,Rell,Ahri,GRRGRRR
0,Rell,Akali,GRORGRR
0,Rell,Akshan,RROGRRR
0,Rell,Alistar,RGRGGRR
0,Rell,Amumu,RORGGRR
0,Rell,Anivia,GRRGRRR
0,Rell,Annie,GOOGROR
0,Rell,Aphelios,RROGRRR
0,Rell,Ashe,GOOGRRR
0,Rell,Aurelion Sol,RRRGRRR
0,Rell,Azir,RRRGRRR
0,Rell,Bard,RGRGRRR
0,Rell,Bel'Veth,GRRRGRR
0,Rell,Blitzcrank,RGRGGRR
0,Rell,Brand,RGOGRRR
0,Rell,Braum,RGOGGRR
0,Rell,Briar,GRRRGGR
