,Guessed_Champion,Actual_Champion,Comparison
10491,Kled,Zeri,RRRRRRR
10492,Kled,Ziggs,GRGRRRR
10493,Kled,Zilean,GRRRRRR
10494,Kled,Zoe,RRRRRRR
10495,Kled,Zyra,RRRRRRR
10496,Kog'Maw,Aatrox,GRRRRRR
10497,Kog'Maw,Ahri,RRRGGRR
10498,Kog'Maw,Akali,RRRRRRR
10499,Kog'Maw,Akshan,GRRGGRR
10500,Kog'Maw,Alistar,GRRGRRR
10501,Kog'Maw,Amumu,GRRGRRR
10502,Kog'Maw,Anivia,RRRGGRR
10503,Kog'Maw,Annie,RRRGGRR
10504,Kog'Maw,Aphelios,GGRGGRR
10505,Kog'Maw,Ashe,RORGGRR
10506,Kog'Maw,Aurelion Sol,GRRGGRR
10507,Kog'Maw,Azir,GRRGGRR
10508,Kog'Maw,Bard,GRRGGRR
10509,Kog'Maw,Bel'Veth,RRGRRGR
10510,Kog'Maw,Blitzcrank,RRRGRRR
10511,Kog'Maw,Brand,GRRGGRR
10512,Kog'Maw,Braum,GRRGRRR
10513,Kog'Maw,Caitlyn,RGRGGRR
10514,Kog'Maw,Camille,RRRGRRR
10515,Kog'Maw,Cassiopeia,RRRGRRG
10516,Kog'Maw,Cho'Gath,GRGGRGR
10517,Kog'Maw,Corki,GRRGGRR
10518,Kog'Maw,Darius,GRRGRRR
10519,Kog'Maw,Diana,RRRGRRR
10520,Kog'Maw,Dr. Mundo,GRRRRRR
10521,Kog'Maw,Draven,GGRGGRR
10522,Kog'Maw,Ekko,GRRGRRR
10523,Kog'Maw,Elise,RRRGORR
10524,Kog'Maw,Evelynn,RRRGRRR
10525,Kog'Maw,Ezreal,GGRGGRG
10526,Kog'Maw,Fiddlesticks,RRRGGRR
10527,Kog'Maw,Fiora,RRRGRRR
10528,Kog'Maw,Fizz,GRRGRRR
10529,Kog'Maw,Galio,GRRGRRG
10530,Kog'Maw,Gangplank,GRRGRRR
10531,Kog'Maw,Garen,GRRRRRG
10532,Kog'Maw,Gnar,GRRRORR
10533,Kog'Maw,Gragas,GRRGRRG
10534,Kog'Maw,Graves,GRRGGRR
10535,Kog'Maw,Gwen,RRRGRRR
10536,Kog'Maw,Hecarim,GRRGRRR
10537,Kog'Maw,Heimerdinger,GRRGGRR
10538,Kog'Maw,Illaoi,RRRGRRR
10539,Kog'Maw,Irelia,RRRGRRG
10540,Kog'Maw,Ivern,GRRGGRR
10541,Kog'Maw,Janna,RRRGGRR
10542,Kog'Maw,Jarvan IV,GRRGRRR
10543,Kog'Maw,Jax,GRRGRRR
10544,Kog'Maw,Jayce,GRRGORR
10545,Kog'Maw,Jhin,GGRGGRR
10546,Kog'Maw,Jinx,RGRGGRR
10547,Kog'Maw,K'Sante,GRRGRRR
10548,Kog'Maw,Kai'Sa,RGOGGOR
10549,Kog'Maw,Kalista,RGRGGRR
10550,Kog'Maw,Karma,RRRGGRR
10551,Kog'Maw,Karthus,GRRGGRR
10552,Kog'Maw,Kassadin,GROGROR
10553,Kog'Maw,Katarina,RRRRRRR
10554,Kog'Maw,Kayle,RRRGORR
10555,Kog'Maw,Kayn,GRRGRRR
10556,Kog'Maw,Kennen,GRRRGRG
10557,Kog'Maw,Kha'Zix,GRGGRGR
10558,Kog'Maw,Kindred,RRRGGRR
10559,Kog'Maw,Kled,GRRRRRR
10560,Kog'Maw,Kog'Maw,GGGGGGG
10561,Kog'Maw,LeBlanc,RRRGGRG
10562,Kog'Maw,Lee Sin,GRRRRRR
10563,Kog'Maw,Leona,RRRGRRR
10564,Kog'Maw,Lillia,RRRGRRR
10565,Kog'Maw,Lissandra,RRRGGRR
10566,Kog'Maw,Lucian,GGRGGRR
10567,Kog'Maw,Lulu,RRRGGRR
10568,Kog'Maw,Lux,RRRGGRG
10569,Kog'Maw,Malphite,GRRGRRR
10570,Kog'Maw,Malzahar,GROGGOG
10571,Kog'Maw,Maokai,GRRGRRR
10572,Kog'Maw,Master Yi,GRRGRRR
10573,Kog'Maw,Millio,GRRGGRR
10574,Kog'Maw,Miss Fortune,RGRGGRG
10575,Kog'Maw,Mordekaiser,GRRRRRG
10576,Kog'Maw,Morgana,RRRGGRR
10577,Kog'Maw,Naafiri,RRRGRRR
10578,Kog'Maw,Nami,RRRGGOG
10579,Kog'Maw,Nasus,GRRGRRR
10580,Kog'Maw,Nautilus,GRRGRRR
10581,Kog'Maw,Neeko,RRRGGRR
10582,Kog'Maw,Nidalee,RRRGGRR
10583,Kog'Maw,Nilah,RGRGRRR
10584,Kog'Maw,Nocturne,GRRGRRR
10585,Kog'Maw,Nunu & Willump,GRRGRRR
10586,Kog'Maw,Olaf,GRRGRRG
10587,Kog'Maw,Orianna,RRRGGRR
10588,Kog'Maw,Ornn,GRRGRRR
10589,Kog'Maw,Pantheon,GRRGRRG
10590,Kog'Maw,Poppy,RRRGRRG
10591,Kog'Maw,Pyke,GRRGRRR
10592,Kog'Maw,Qiyana,RRRGRRR
10593,Kog'Maw,Quinn,RRRGGRR
10594,Kog'Maw,Rakan,GRRGRRR
10595,Kog'Maw,Rammus,GRRGRRR
10596,Kog'Maw,Rek'Sai,RRGGROR
10597,Kog'Maw,Rell,RRRGRRR
10598,Kog'Maw,Renata Glasc,RRRGGRR
10599,Kog'Maw,Renekton,GRRRRRR
10600,Kog'Maw,Rengar,GRRRRRR
10601,Kog'Maw,Riven,RRRRRRR
10602,Kog'Maw,Rumble,GRRRRRR
10603,Kog'Maw,Ryze,GRRGGRR
10604,Kog'Maw,Samira,RGRGGRR
10605,Kog'Maw,Searphine,RRRGGRR
10606,Kog'Maw,Sejuani,RRRGRRR
10607,Kog'Maw,Senna,RRRGGRR
10608,Kog'Maw,Sett,GRRRRRR
10609,Kog'Maw,Shaco,GRRGRRR
10610,Kog'Maw,Shen,GRRRRRG
10611,Kog'Maw,Shyvana,RRRRRRR
10612,Kog'Maw,Singed,GRRGRRR
10613,Kog'Maw,Sion,GRRGRRR
10614,Kog'Maw,Sivir,RGRGGRR
10615,Kog'Maw,Skarner,GRRGRRR
10616,Kog'Maw,Sona,RRRGGRG
10617,Kog'Maw,Soraka,RRRGGRR
10618,Kog'Maw,Swain,GRRGGRG
10619,Kog'Maw,Sylas,GRRGRRR
10620,Kog'Maw,Syndra,RRRGGRR
10621,Kog'Maw,Tahm Kench,GRRGRRR
10622,Kog'Maw,Taliyah,RRRGGRR
10623,Kog'Maw,Talon,GRRGRRR
10624,Kog'Maw,Taric,GRRGRRR
10625,Kog'Maw,Teemo,GRRGGRR
10626,Kog'Maw,Thresh,GRRGGRR
10627,Kog'Maw,Tristana,RGRGGRR
10628,Kog'Maw,Trundle,GRRGRRG
10629,Kog'Maw,Tryndamere,GRRRRRR
10630,Kog'Maw,Twisted Fate,GRRGGRR
10631,Kog'Maw,Twitch,GGRGGRR
10632,Kog'Maw,Udyr,GRRGRRR
10633,Kog'Maw,Urgot,GRRGGRG
10634,Kog'Maw,Varus,GORGGRR
10635,Kog'Maw,Vayne,RORGGRR
10636,Kog'Maw,Veigar,GRRGGRR
10637,Kog'Maw,Vel'Koz,GRGGGGR
10638,Kog'Maw,Vex,RRRGGRR
10639,Kog'Maw,Vi,RRRGRRR
10640,Kog'Maw,Viego,GRRRRRR
10641,Kog'Maw,Viktor,GRRGGRR
10642,Kog'Maw,Vladimir,GRRRGRG
10643,Kog'Maw,Volibear,GRRGRRR
10644,Kog'Maw,Warwick,GRRGRRR
10645,Kog'Maw,Wukong,GRRGRRR
10646,Kog'Maw,Xayah,RGRGGRR
10647,Kog'Maw,Xerath,GRRGGRR
10648,Kog'Maw,Xin Zhao,GRRGRRG
10649,Kog'Maw,Yasuo,GRRRRRR
10650,Kog'Maw,Yone,GRRRRRR
10651,Kog'Maw,Yorick,GRRGRRR
10652,Kog'Maw,Yuumi,RRRGGRR
10653,Kog'Maw,Zac,GRRRRRR
10654,Kog'Maw,Zed,GRRRRRR
10655,Kog'Maw,Zeri,RGRGGRR
10656,Kog'Maw,Ziggs,GORGGRR
10657,Kog'Maw,Zilean,GRRGGRR
10658,Kog'Maw,Zoe,RRRGGRR
10659,Kog'Maw,Zyra,RRRGGRR
10660,LeBlanc,Aatrox,RRRRRRR
10661,LeBlanc,Ahri,GGRGGRR
10662,LeBlanc,Akali,GOORRRR
10663,LeBlanc,Akshan,ROOGGRR
10664,LeBlanc,Alistar,RRRGRRR
10665,LeBlanc,Amumu,RRRGRRR
10666,LeBlanc,Anivia,GGRGGRR
10667,LeBlanc,Annie,GOOGGOR
10668,LeBlanc,Aphelios,RROGGRR
10669,LeBlanc,Ashe,GROGGRR
10670,LeBlanc,Aurelion Sol,RGRGGRR
10671,LeBlanc,Azir,RGRGGRR
10672,LeBlanc,Bard,RRRGGRR
10673,LeBlanc,Bel'Veth,GRRRRRR
10674,LeBlanc,Blitzcrank,RRRGRRR
10675,LeBlanc,Brand,RRGGGRR
10676,LeBlanc,Braum,RROGRRR
10677,LeBlanc,Caitlyn,GROGGRR
10678,LeBlanc,Camille,GROGRRR
10679,LeBlanc,Cassiopeia,GGGGRRG
10680,LeBlanc,Cho'Gath,RRRGRRR
10681,LeBlanc,Corki,RGRGGRR
10682,LeBlanc,Darius,RROGRGR
10683,LeBlanc,Diana,GOOGRRR
10684,LeBlanc,Dr. Mundo,RRORRRR
10685,LeBlanc,Draven,RROGGGR
10686,LeBlanc,Ekko,ROOGRRR
10687,LeBlanc,Elise,GRGGOOR
10688,LeBlanc,Evelynn,GRRGRRR
10689,LeBlanc,Ezreal,RROGGRG
10690,LeBlanc,Fiddlesticks,RRRGGRR
10691,LeBlanc,Fiora,GROGRRR
10692,LeBlanc,Fizz,RGRGRRR
10693,LeBlanc,Galio,RORGRRG
10694,LeBlanc,Gangplank,RROGRRR
10695,LeBlanc,Garen,RRORRRG
10696,LeBlanc,Gnar,RRRRORR
10697,LeBlanc,Gragas,RROGRRG
10698,LeBlanc,Graves,RROGGRR
10699,LeBlanc,Gwen,GRGGRRR
10700,LeBlanc,Hecarim,RRRGRRR
10701,LeBlanc,Heimerdinger,RORGGRR
10702,LeBlanc,Illaoi,GROGRRR
10703,LeBlanc,Irelia,GOOGRRG
10704,LeBlanc,Ivern,RRGGGRR
10705,LeBlanc,Janna,GRRGGRR
10706,LeBlanc,Jarvan IV,RROGRRR
10707,LeBlanc,Jax,RRRGRRR
10708,LeBlanc,Jayce,ROOGORR
10709,LeBlanc,Jhin,RROGGRR
10710,LeBlanc,Jinx,GROGGRR
10711,LeBlanc,K'Sante,RROGRRR
10712,LeBlanc,Kai'Sa,GROGGRR
10713,LeBlanc,Kalista,GRRGGRR
10714,LeBlanc,Karma,GROGGRR
10715,LeBlanc,Karthus,RRRGGOR
10716,LeBlanc,Kassadin,RGOGRRR
10717,LeBlanc,Katarina,GGORRGR
10718,LeBlanc,Kayle,GROGORR
10719,LeBlanc,Kayn,RROGROR
10720,LeBlanc,Kennen,RRRRGRG
10721,LeBlanc,Kha'Zix,RRRGRRR
10722,LeBlanc,Kindred,RRRGGRR
10723,LeBlanc,Kled,RRRRRGR
10724,LeBlanc,Kog'Maw,RRRGGRG
10725,LeBlanc,LeBlanc,GGGGGGG
10726,LeBlanc,Lee Sin,RRORRRR
10727,LeBlanc,Leona,GROGRRR
10728,LeBlanc,Lillia,GRRGRRR
10729,LeBlanc,Lissandra,GGOGGRR
10730,LeBlanc,Lucian,RROGGRR
10731,LeBlanc,Lulu,GRRGGRR
10732,LeBlanc,Lux,GOOGGRG
10733,LeBlanc,Malphite,RRRGRRR
10734,LeBlanc,Malzahar,RGOGGRG
10735,LeBlanc,Maokai,RRRGRRR
10736,LeBlanc,Master Yi,RROGRRR
10737,LeBlanc,Millio,RROGGRR
10738,LeBlanc,Miss Fortune,GROGGRG
10739,LeBlanc,Mordekaiser,RRRRRGG
10740,LeBlanc,Morgana,GROGGRR
10741,LeBlanc,Naafiri,GGRGRRR
10742,LeBlanc,Nami,GRRGGRG
10743,LeBlanc,Nasus,RRRGRRR
10744,LeBlanc,Nautilus,RRRGRRR
10745,LeBlanc,Neeko,GORGGRR
10746,LeBlanc,Nidalee,GROGGRR
10747,LeBlanc,Nilah,GROGRRR
10748,LeBlanc,Nocturne,RRRGRRR
10749,LeBlanc,Nunu & Willump,RROGRRR
10750,LeBlanc,Olaf,RROGRRG
10751,LeBlanc,Orianna,GGRGGRR
10752,LeBlanc,Ornn,RRRGRRR
10753,LeBlanc,Pantheon,ROOGRRG
10754,LeBlanc,Poppy,GRRGRRG
10755,LeBlanc,Pyke,RRRGRRR
10756,LeBlanc,Qiyana,GGOGRRR
10757,LeBlanc,Quinn,GROGGRR
10758,LeBlanc,Rakan,RRRGRRR
10759,LeBlanc,Rammus,RRRGRRR
10760,LeBlanc,Rek'Sai,GRRGRRR
10761,LeBlanc,Rell,GROGRGR
10762,LeBlanc,Renata Glasc,GROGGRR
10763,LeBlanc,Renekton,RRRRRRR
10764,LeBlanc,Rengar,RRRRRRR
10765,LeBlanc,Riven,GRORROR
10766,LeBlanc,Rumble,RORRRRR
10767,LeBlanc,Ryze,ROGGGRR
10768,LeBlanc,Samira,GROGGOR
10769,LeBlanc,Searphine,GROGGRR
10770,LeBlanc,Sejuani,GROGRRR
10771,LeBlanc,Senna,GROGGRR
10772,LeBlanc,Sett,RRORRRR
10773,LeBlanc,Shaco,RRRGRRR
10774,LeBlanc,Shen,RRORRRG
10775,LeBlanc,Shyvana,GRORRRR
10776,LeBlanc,Singed,RROGRRR
10777,LeBlanc,Sion,RRRGRGR
10778,LeBlanc,Sivir,GROGGRR
10779,LeBlanc,Skarner,RRRGRRR
10780,LeBlanc,Sona,GROGGRG
10781,LeBlanc,Soraka,GRRGGRR
10782,LeBlanc,Swain,ROGGGGG
10783,LeBlanc,Sylas,RROGRRR
10784,LeBlanc,Syndra,GGOGGRR
10785,LeBlanc,Tahm Kench,RRRGRRR
10786,LeBlanc,Taliyah,GOOGGRR
10787,LeBlanc,Talon,ROOGRGR
10788,LeBlanc,Taric,RROGRRR
10789,LeBlanc,Teemo,RRRGGRR
10790,LeBlanc,Thresh,RRRGGRR
10791,LeBlanc,Tristana,GRRGGRR
10792,LeBlanc,Trundle,RRRGRRG
10793,LeBlanc,Tryndamere,RRGRRRR
10794,LeBlanc,Twisted Fate,RGOGGRR
10795,LeBlanc,Twitch,RRRGGRR
10796,LeBlanc,Udyr,RROGRRR
10797,LeBlanc,Urgot,RROGGOG
10798,LeBlanc,Varus,ROOGGRR
10799,LeBlanc,Vayne,GROGGRR
10800,LeBlanc,Veigar,RGRGGRR
10801,LeBlanc,Vel'Koz,RORGGRR
10802,LeBlanc,Vex,GGRGGRR
10803,LeBlanc,Vi,GROGRRR
10804,LeBlanc,Viego,RRRRRRR
10805,LeBlanc,Viktor,RGOGGRR
10806,LeBlanc,Vladimir,RGGRGOG
10807,LeBlanc,Volibear,RRRGRRR
10808,LeBlanc,Warwick,RROGRRR
10809,LeBlanc,Wukong,RRRGRRR
10810,LeBlanc,Xayah,GRRGGRR
10811,LeBlanc,Xerath,RORGGRR
10812,LeBlanc,Xin Zhao,RROGROG
10813,LeBlanc,Yasuo,RGORRRR
10814,LeBlanc,Yone,ROGRRRR
10815,LeBlanc,Yorick,RRGGRRR
10816,LeBlanc,Yuumi,GROGGRR
10817,LeBlanc,Zac,RRRRRRR
10818,LeBlanc,Zed,RGGRRRR
10819,LeBlanc,Zeri,GROGGRR
10820,LeBlanc,Ziggs,RORGGRR
10821,LeBlanc,Zilean,RROGGRR
10822,LeBlanc,Zoe,GGOGGRR
10823,LeBlanc,Zyra,GRRGGRR
10824,Lee Sin,Aatrox,GRRRGRR
10825,Lee Sin,Ahri,RRRRRRG
10826,Lee Sin,Akali,RROGGGR
10827,Lee Sin,Akshan,GRORRRR
10828,Lee Sin,Alistar,GRRRGRR
10829,Lee Sin,Amumu,GORRGRR
10830,Lee Sin,Anivia,RRRRRRR
10831,Lee Sin,Annie,RRORRRR
10832,Lee Sin,Aphelios,GRGRRRR
10833,Lee Sin,Ashe,RRORRRR
10834,Lee Sin,Aurelion Sol,GRRRRRR
10835,Lee Sin,Azir,GRRRRRR
10836,Lee Sin,Bard,GRRRRRR
10837,Lee Sin,Bel'Veth,RGRRGRR
10838,Lee Sin,Blitzcrank,RRRRGRR
10839,Lee Sin,Brand,GRORRRG
10840,Lee Sin,Braum,GRORGRR
10841,Lee Sin,Caitlyn,RRORRRG
10842,Lee Sin,Camille,RRORGRR
10843,Lee Sin,Cassiopeia,RRORRRR
10844,Lee Sin,Cho'Gath,GRRRGRR
10845,Lee Sin,Corki,GRRRRRR
10846,Lee Sin,Darius,GRORGRR
10847,Lee Sin,Diana,ROORGRR
10848,Lee Sin,Dr. Mundo,GRORGRR
10849,Lee Sin,Draven,GRORRRR
10850,Lee Sin,Ekko,GOORGRR
10851,Lee Sin,Elise,RGORORR
10852,Lee Sin,Evelynn,RGRRGRR
10853,Lee Sin,Ezreal,GRORRRR
10854,Lee Sin,Fiddlesticks,RGRRRRR
10855,Lee Sin,Fiora,RRORGRR
10856,Lee Sin,Fizz,GRRRGRG
10857,Lee Sin,Galio,GRRRGRR
10858,Lee Sin,Gangplank,GRORGRR
10859,Lee Sin,Garen,GRORGRR
10860,Lee Sin,Gnar,GRRRORR
10861,Lee Sin,Gragas,GOORGRR
10862,Lee Sin,Graves,GGORRRG
10863,Lee Sin,Gwen,RRORGRR
10864,Lee Sin,Hecarim,GGRRGRR
10865,Lee Sin,Heimerdinger,GRRRRRR
10866,Lee Sin,Illaoi,RRGRGRR
10867,Lee Sin,Irelia,RRGRGGR
10868,Lee Sin,Ivern,GGORROR
10869,Lee Sin,Janna,RRRRRRR
10870,Lee Sin,Jarvan IV,GGORGRG
10871,Lee Sin,Jax,GORRGRR
10872,Lee Sin,Jayce,GRORORR
10873,Lee Sin,Jhin,GRGRRGR
10874,Lee Sin,Jinx,RRORRRR
10875,Lee Sin,K'Sante,GRORGRR
10876,Lee Sin,Kai'Sa,RRORRRR
10877,Lee Sin,Kalista,RRRRRRR
10878,Lee Sin,Karma,RRGRRGG
10879,Lee Sin,Karthus,GGRRRRR
10880,Lee Sin,Kassadin,GRORGRR
10881,Lee Sin,Katarina,RRORGRR
10882,Lee Sin,Kayle,RRORORR
10883,Lee Sin,Kayn,GGORGOR
10884,Lee Sin,Kennen,GRRGRRR
10885,Lee Sin,Kha'Zix,GGRRGRR
10886,Lee Sin,Kindred,RGRRRRR
10887,Lee Sin,Kled,GRRRGRR
10888,Lee Sin,Kog'Maw,GRRRRRR
10889,Lee Sin,LeBlanc,RRORRRR
10890,Lee Sin,Lee Sin,GGGGGGG
10891,Lee Sin,Leona,RRORGRG
10892,Lee Sin,Lillia,RGRRGGR
10893,Lee Sin,Lissandra,RRORRRR
10894,Lee Sin,Lucian,GRORRRR
10895,Lee Sin,Lulu,RRRRRRR
10896,Lee Sin,Lux,RRORRRR
10897,Lee Sin,Malphite,GRRRGRR
10898,Lee Sin,Malzahar,GRORRRR
10899,Lee Sin,Maokai,GORRGRG
10900,Lee Sin,Master Yi,GGGRGGR
10901,Lee Sin,Millio,GRORRRR
10902,Lee Sin,Miss Fortune,RRORRRR
10903,Lee Sin,Mordekaiser,GRRRGRR
10904,Lee Sin,Morgana,RRORRRR
10905,Lee Sin,Naafiri,RRRRGRR
10906,Lee Sin,Nami,RRRRRRR
10907,Lee Sin,Nasus,GRRRGRR
10908,Lee Sin,Nautilus,GRRRGRR
10909,Lee Sin,Neeko,RRRRRRR
10910,Lee Sin,Nidalee,RGGRRRR
10911,Lee Sin,Nilah,RRORGRR
10912,Lee Sin,Nocturne,GGRRGRG
10913,Lee Sin,Nunu & Willump,GGORGRR
10914,Lee Sin,Olaf,GOORGRR
10915,Lee Sin,Orianna,RRRRRRG
10916,Lee Sin,Ornn,GRRRGRR
10917,Lee Sin,Pantheon,GRORGRR
10918,Lee Sin,Poppy,RORRGRR
10919,Lee Sin,Pyke,GRRRGRR
10920,Lee Sin,Qiyana,RRORGRR
10921,Lee Sin,Quinn,RRORRRR
10922,Lee Sin,Rakan,GRRRGGR
10923,Lee Sin,Rammus,GGRRGRR
10924,Lee Sin,Rek'Sai,RGRRGRR
10925,Lee Sin,Rell,RRORGRR
10926,Lee Sin,Renata Glasc,RRORRRR
10927,Lee Sin,Renekton,GRRRGRG
10928,Lee Sin,Rengar,GORRGRR
10929,Lee Sin,Riven,RRORGOG
10930,Lee Sin,Rumble,GRRRGRG
10931,Lee Sin,Ryze,GRORRRR
10932,Lee Sin,Samira,RRORRRR
10933,Lee Sin,Searphine,RRORRRR
10934,Lee Sin,Sejuani,RGORGRR
10935,Lee Sin,Senna,RRORRRR
10936,Lee Sin,Sett,GRORGGR
10937,Lee Sin,Shaco,GGRRGRR
10938,Lee Sin,Shen,GRGGGGR
10939,Lee Sin,Shyvana,RGRRGRG
10940,Lee Sin,Singed,GRORGRR
10941,Lee Sin,Sion,GRRRGRR
10942,Lee Sin,Sivir,RRORRRR
10943,Lee Sin,Skarner,GGRRGRG
10944,Lee Sin,Sona,RRORROR
10945,Lee Sin,Soraka,RRRRROR
10946,Lee Sin,Swain,GRORRRR
10947,Lee Sin,Sylas,GRORGRR
10948,Lee Sin,Syndra,RRORRGR
10949,Lee Sin,Tahm Kench,GRRRGRR
10950,Lee Sin,Taliyah,ROORRRR
10951,Lee Sin,Talon,GOORGRG
10952,Lee Sin,Taric,GRORGRR
10953,Lee Sin,Teemo,GRRRRRR
10954,Lee Sin,Thresh,GRRRRRR
10955,Lee Sin,Tristana,RRRRRRR
10956,Lee Sin,Trundle,GORRGRR
10957,Lee Sin,Tryndamere,GRORGRR
10958,Lee Sin,Twisted Fate,GRORRRR
10959,Lee Sin,Twitch,GRRRRRR
10960,Lee Sin,Udyr,GOGRGOR
10961,Lee Sin,Urgot,GRORRRR
10962,Lee Sin,Varus,GRORROR
10963,Lee Sin,Vayne,RRORRRG
10964,Lee Sin,Veigar,GRRRRRR
10965,Lee Sin,Vel'Koz,GRRRRRR
10966,Lee Sin,Vex,RRRRRRR
10967,Lee Sin,Vi,RGORGRR
10968,Lee Sin,Viego,GGRRGRR
10969,Lee Sin,Viktor,GRORRRG
10970,Lee Sin,Vladimir,GRORRRR
10971,Lee Sin,Volibear,GORRGRG
10972,Lee Sin,Warwick,GOORGRR
10973,Lee Sin,Wukong,GORRGGG
10974,Lee Sin,Xayah,RRRRRGR
10975,Lee Sin,Xerath,GRRRRRG
10976,Lee Sin,Xin Zhao,GGORGOR
10977,Lee Sin,Yasuo,GRORGGR
10978,Lee Sin,Yone,GRORGRR
10979,Lee Sin,Yorick,GRORGRG
10980,Lee Sin,Yuumi,RRRRRRR
10981,Lee Sin,Zac,GGRRGRR
10982,Lee Sin,Zed,GROGGGR
10983,Lee Sin,Zeri,RRORRRR
10984,Lee Sin,Ziggs,GRRRRRR
10985,Lee Sin,Zilean,GRORRRR
10986,Lee Sin,Zoe,RRORRRR
10987,Lee Sin,Zyra,RRRRRRR
10988,Leona,Aatrox,RRRRGRR
10989,Leona,Ahri,GRRGRRG
10990,Leona,Akali,GRORGRR
10991,Leona,Akshan,RROGRRR
10992,Leona,Alistar,RGRGGRR
10993,Leona,Amumu,RORGGRR
10994,Leona,Anivia,GRRGRRR
10995,Leona,Annie,GOOGRRR
10996,Leona,Aphelios,RROGRGR
10997,Leona,Ashe,GOOGRRR
10998,Leona,Aurelion Sol,RRRGROR
10999,Leona,Azir,RRRGRRR
11000,Leona,Bard,RGRGRRR
11001,Leona,Bel'Veth,GRRRGRR
11002,Leona,Blitzcrank,RGRGGRR
11003,Leona,Brand,RGOGRRG
11004,Leona,Braum,RGOGGRR
11005,Leona,Caitlyn,GROGRRG
11006,Leona,Camille,GROGGRR
11007,Leona,Cassiopeia,GROGRRR
11008,Leona,Cho'Gath,RRRGGRR
11009,Leona,Corki,RRRGRRR
11010,Leona,Darius,RROGGRR
11011,Leona,Diana,GRGGGGR
11012,Leona,Dr. Mundo,RRORGRR
11013,Leona,Draven,RROGRRR
11014,Leona,Ekko,RROGGRR
11015,Leona,Elise,GROGORR
11016,Leona,Evelynn,GRRGGRR
11017,Leona,Ezreal,RROGRRR
11018,Leona,Fiddlesticks,RRRGRRR
11019,Leona,Fiora,GROGGRR
11020,Leona,Fizz,RRRGGRG
11021,Leona,Galio,RORGGRR
11022,Leona,Gangplank,RROGGRR
11023,Leona,Garen,RRORGRR
11024,Leona,Gnar,RRRRORR
11025,Leona,Gragas,RROGGRR
11026,Leona,Graves,RROGRRG
11027,Leona,Gwen,GROGGRR
11028,Leona,Hecarim,RRRGGRR
11029,Leona,Heimerdinger,RORGRRR
11030,Leona,Illaoi,GROGGRR
11031,Leona,Irelia,GROGGRR
11032,Leona,Ivern,RROGRRR
11033,Leona,Janna,GGRGRRR
11034,Leona,Jarvan IV,RROGGRG
11035,Leona,Jax,RRRGGRR
11036,Leona,Jayce,RROGORR
11037,Leona,Jhin,RROGRRR
11038,Leona,Jinx,GROGRRR
11039,Leona,K'Sante,RROGGRR
11040,Leona,Kai'Sa,GROGRRR
11041,Leona,Kalista,GRRGRRR
11042,Leona,Karma,GGOGRRG
11043,Leona,Karthus,RRRGRRR
11044,Leona,Kassadin,RROGGRR
11045,Leona,Katarina,GRORGRR
11046,Leona,Kayle,GROGOOR
11047,Leona,Kayn,RROGGRR
11048,Leona,Kennen,RRRRRRR
11049,Leona,Kha'Zix,RRRGGRR
11050,Leona,Kindred,RRRGRRR
11051,Leona,Kled,RRRRGRR
11052,Leona,Kog'Maw,RRRGRRR
11053,Leona,LeBlanc,GROGRRR
11054,Leona,Lee Sin,RRORGRG
11055,Leona,Leona,GGGGGGG
11056,Leona,Lillia,GRRGGRR
11057,Leona,Lissandra,GROGRRR
11058,Leona,Lucian,RROGRRR
11059,Leona,Lulu,GGRGRRR
11060,Leona,Lux,GOOGRRR
11061,Leona,Malphite,RRRGGRR
11062,Leona,Malzahar,RROGRRR
11063,Leona,Maokai,RORGGRG
11064,Leona,Master Yi,RROGGRR
11065,Leona,Millio,RGOGRRR
11066,Leona,Miss Fortune,GROGRRR
11067,Leona,Mordekaiser,RRRRGRR
11068,Leona,Morgana,GGOGROR
11069,Leona,Naafiri,GRRGGRR
11070,Leona,Nami,GGRGRRR
11071,Leona,Nasus,RRRGGRR
11072,Leona,Nautilus,RGRGGRR
11073,Leona,Neeko,GORGRRR
11074,Leona,Nidalee,GROGRRR
11075,Leona,Nilah,GROGGRR
11076,Leona,Nocturne,RRRGGRG
11077,Leona,Nunu & Willump,RROGGRR
11078,Leona,Olaf,RROGGRR
11079,Leona,Orianna,GRRGRRG
11080,Leona,Ornn,RRRGGRR
11081,Leona,Pantheon,ROGGGGR
11082,Leona,Poppy,GRRGGRR
11083,Leona,Pyke,RGRGGRR
11084,Leona,Qiyana,GROGGRR
11085,Leona,Quinn,GROGRRR
11086,Leona,Rakan,RGRGGRR
11087,Leona,Rammus,RRRGGRR
11088,Leona,Rek'Sai,GRRGGRR
11089,Leona,Rell,GGOGGRR
11090,Leona,Renata Glasc,GGOGRRR
11091,Leona,Renekton,RRRRGRG
11092,Leona,Rengar,RRRRGRR
11093,Leona,Riven,GRORGRG
11094,Leona,Rumble,RRRRGRG
11095,Leona,Ryze,RROGRRR
11096,Leona,Samira,GROGRRR
11097,Leona,Searphine,GGOGRRR
11098,Leona,Sejuani,GROGGRR
11099,Leona,Senna,GGOGRRR
11100,Leona,Sett,RRORGRR
11101,Leona,Shaco,RRRGGRR
11102,Leona,Shen,RRORGRR
11103,Leona,Shyvana,GRRRGRG
11104,Leona,Singed,RROGGRR
11105,Leona,Sion,RRRGGRR
11106,Leona,Sivir,GROGRRR
11107,Leona,Skarner,RRRGGRG
11108,Leona,Sona,GGOGRRR
